_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest,is_this_tweet_related_to_turkish_protests_2013,created_at,does_this_tweet_reportdiscuss_violent_incidents_happened_during_the_protest_gold,id,is_this_tweet_related_to_turkish_protests_2013_gold,proccd_text,text
1657977620,04/04/18 18:58,TRUE,3540271070,,04/04/18 18:57,FALSE,clixsense,1,32278759,TUR,45,Manisa,88.240.185.79,,0,Sat Jun 08 18:45:54 +0000 2013,,3.43439E+17,0,,Princes Island Tour from Istanbul http://t.co/GKUibEBBH9
1657977620,4/13/2018 10:31:47,TRUE,3578520185,,4/13/2018 10:29:24,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Sat Jun 08 18:45:54 +0000 2013,,3.43439E+17,0,,Princes Island Tour from Istanbul http://t.co/GKUibEBBH9
1657977620,5/16/2018 12:46:19,TRUE,3674697271,,5/16/2018 12:42:15,FALSE,clixsense,1,43519786,TUR,7,Antalya,95.70.232.64,,0,Sat Jun 08 18:45:54 +0000 2013,,3.43439E+17,0,,Princes Island Tour from Istanbul http://t.co/GKUibEBBH9
1657977621,3/30/2018 14:34:34,TRUE,3524960624,,3/30/2018 14:30:22,TRUE,clixsense,1,44011955,TUR,34,Istanbul,195.142.118.5,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,3/30/2018 14:43:49,TRUE,3524996460,,3/30/2018 14:41:00,TRUE,clixsense,1,42584365,TUR,41,Kocaeli,95.10.201.49,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,3/30/2018 14:54:01,TRUE,3525032719,,3/30/2018 14:32:12,TRUE,clixsense,0.6,43638234,TUR,34,Istanbul,212.253.64.45,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,3/30/2018 15:06:53,TRUE,3525078767,,3/30/2018 15:04:49,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,85.103.219.25,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,3/30/2018 15:21:39,TRUE,3525128725,,3/30/2018 15:19:35,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,78.163.26.195,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/03/18 18:36,TRUE,3536101544,,04/03/18 18:31,FALSE,clixsense,1,44348885,TUR,68,Ankara,37.155.235.15,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/03/18 21:31,TRUE,3536510978,,04/03/18 21:29,FALSE,clixsense,1,44183502,TUR,68,Ankara,88.227.132.125,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/03/18 21:37,TRUE,3536521683,,04/03/18 21:33,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/04/18 01:32,TRUE,3537249170,,04/04/18 01:29,TRUE,neodev,1,43989052,TUR,34,Istanbul,176.232.12.9,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/04/18 09:16,TRUE,3538435423,,04/04/18 09:14,FALSE,clixsense,1,44031296,TUR,34,Istanbul,176.240.96.81,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/04/18 09:46,TRUE,3538506767,,04/04/18 09:44,FALSE,clixsense,1,44019702,TUR,7,Antalya,213.74.82.156,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/06/18 14:51,TRUE,3548409125,,04/06/18 14:47,FALSE,clixsense,0.9833,43002090,TUR,,,31.223.73.211,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/07/18 10:00,TRUE,3551365161,TRUE,04/07/18 09:58,FALSE,clixsense,0.9474,44209652,TUR,83,Gaziantep,88.228.24.164,0,1,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,04/07/18 18:58,TRUE,3552476482,,04/07/18 18:57,FALSE,clixsense,1,23391365,TUR,43,KÃ_tahya,88.242.124.114,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,4/13/2018 08:03:34,TRUE,3577935230,,4/13/2018 08:01:32,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977621,4/27/2018 16:24:24,TRUE,3628890501,,4/27/2018 16:18:27,FALSE,clixsense,1,44087967,TUR,55,Samsun,78.188.156.158,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,3/30/2018 14:19:45,TRUE,3524906523,,3/30/2018 14:18:58,TRUE,clixsense,1,43750045,TUR,68,Ankara,94.54.16.89,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,3/30/2018 14:20:22,TRUE,3524908744,,3/30/2018 14:19:16,TRUE,neodev,1,43331542,TUR,59,Tekirdag,88.233.241.156,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 16:35,TRUE,3535797276,,04/03/18 16:32,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,78.185.110.209,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 16:50,TRUE,3535832599,,04/03/18 16:47,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,88.231.23.116,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 18:17,TRUE,3536039055,,04/03/18 18:15,TRUE,neodev,1,38080155,TUR,,,159.146.72.218,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 20:41,TRUE,3536395964,,04/03/18 20:38,TRUE,neodev,1,34310805,TUR,34,Istanbul,85.102.219.101,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 21:45,TRUE,3536544003,,04/03/18 21:40,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/03/18 22:35,TRUE,3536653628,,04/03/18 22:33,FALSE,clixsense,1,44348885,TUR,68,Ankara,37.155.235.15,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/04/18 09:18,TRUE,3538439925,,04/04/18 09:16,TRUE,clixsense,1,32870278,TUR,34,Istanbul,88.229.150.177,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,04/04/18 11:41,TRUE,3538810778,,04/04/18 11:38,FALSE,clixsense,1,44031296,TUR,34,Istanbul,176.240.96.81,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,4/13/2018 06:14:16,TRUE,3577433204,,4/13/2018 06:12:06,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977623,05/10/18 13:33,TRUE,3658670814,,05/10/18 13:32,FALSE,clixsense,1,44004844,TUR,,,88.252.25.127,,0,Fri Jun 07 16:20:48 +0000 2013,,3.4304E+17,0,,RT @StefanFuleEU: Disappointed by the lost opportunity at the #Istanbul conference to reach out to those calling for respect inclusive di
1657977624,3/30/2018 14:17:34,TRUE,3524898515,,3/30/2018 14:15:29,TRUE,clixsense,0.6667,43717632,TUR,41,Kocaeli,95.10.231.86,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,3/30/2018 15:12:35,TRUE,3525098266,,3/30/2018 15:07:33,TRUE,clixsense,1,42739585,TUR,59,Tekirdag,94.120.163.34,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 17:03,TRUE,3535867096,,04/03/18 17:01,FALSE,neodev,1,44326598,TUR,16,Bursa,81.213.191.139,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 17:27,TRUE,3535908168,,04/03/18 17:25,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,88.231.23.116,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 20:50,TRUE,3536423987,,04/03/18 20:49,TRUE,clixsense,1,34769192,TUR,20,Denizli,78.190.176.15,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 20:56,TRUE,3536434042,,04/03/18 20:51,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,78.185.110.209,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 22:03,TRUE,3536580312,,04/03/18 22:00,FALSE,clixsense,1,44348885,TUR,68,Ankara,37.155.235.15,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/03/18 23:03,TRUE,3536722098,,04/03/18 23:00,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/04/18 11:24,TRUE,3538766334,,04/04/18 11:22,FALSE,clixsense,1,44031296,TUR,34,Istanbul,176.240.96.81,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/06/18 13:18,TRUE,3548124788,,04/06/18 13:01,FALSE,clixsense,0.9833,43002090,TUR,,,31.223.73.211,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/07/18 10:01,TRUE,3551367574,,04/07/18 10:00,FALSE,clixsense,0.9474,44209652,TUR,83,Gaziantep,88.228.24.164,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,04/11/18 12:38,TRUE,3564865271,,04/11/18 12:35,FALSE,clixsense,1,34260099,TUR,34,Istanbul,212.252.136.160,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,4/13/2018 08:10:02,TRUE,3577962080,,4/13/2018 08:07:56,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,4/14/2018 22:33:38,TRUE,3587207786,,4/14/2018 22:31:47,FALSE,clixsense,1,43784612,TUR,34,Istanbul,85.102.139.166,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,4/18/2018 05:32:52,TRUE,3599352928,,4/18/2018 05:18:09,FALSE,clixsense,1,44248828,TUR,45,Manisa,185.9.157.178,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,4/21/2018 18:00:56,TRUE,3612690389,,4/21/2018 17:58:33,FALSE,clixsense,0.9487,7239876,TUR,35,Izmir,46.196.88.27,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,05/08/18 22:45,TRUE,3653712629,,05/08/18 22:44,FALSE,clixsense,1,38004028,TUR,,,88.251.218.13,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977624,5/16/2018 12:47:55,TRUE,3674700634,,5/16/2018 12:46:21,FALSE,clixsense,1,43519786,TUR,7,Antalya,95.70.232.64,,0,Thu Jun 06 01:02:50 +0000 2013,,3.42446E+17,0,,RT @dembabafoot: A nice refreshing afternoon in the middle of the sea. #holiday #turkey http://t.co/S9B6MWDFZ4
1657977625,3/30/2018 14:59:23,TRUE,3525052666,TRUE,3/30/2018 14:57:00,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,78.163.26.195,0,1,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/03/18 15:43,TRUE,3535676682,,04/03/18 15:42,FALSE,neodev,1,44366044,TUR,19,Ã‡orum,176.217.62.75,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/03/18 17:14,TRUE,3535886446,,04/03/18 17:04,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,78.185.110.209,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/03/18 21:04,TRUE,3536446234,,04/03/18 21:02,FALSE,clixsense,1,44348885,TUR,68,Ankara,37.155.235.15,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/03/18 21:31,TRUE,3536510861,,04/03/18 21:26,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/04/18 09:45,TRUE,3538503158,,04/04/18 09:42,FALSE,clixsense,1,44031296,TUR,34,Istanbul,176.240.96.81,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/07/18 19:03,TRUE,3552485620,,04/07/18 19:02,FALSE,clixsense,1,43225165,TUR,34,Istanbul,188.119.21.135,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,04/09/18 14:15,TRUE,3557317660,,04/09/18 14:10,FALSE,clixsense,0.9833,43002090,TUR,,,31.223.73.211,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,4/13/2018 08:57:58,TRUE,3578158558,,4/13/2018 08:55:55,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,4/22/2018 12:39:40,TRUE,3613905883,,4/22/2018 12:37:29,FALSE,clixsense,0.9487,7239876,TUR,34,Istanbul,88.253.20.109,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,05/03/18 16:59,TRUE,3641896263,,05/03/18 16:58,FALSE,clixsense,1,43862346,TUR,68,Ankara,88.232.128.141,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977625,5/18/2018 22:18:25,TRUE,3683179743,,5/18/2018 22:17:40,FALSE,clixsense,1,44386985,TUR,,,217.131.90.226,,0,Sat Jun 22 16:31:09 +0000 2013,,3.48478E+17,0,,White turkey!!
1657977626,3/30/2018 14:58:01,TRUE,3525047308,,3/30/2018 14:55:55,FALSE,clixsense,1,44348885,TUR,,,37.155.232.152,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,3/30/2018 15:23:47,TRUE,3525136204,,3/30/2018 15:17:39,TRUE,clixsense,1,38212891,TUR,16,Bursa,46.104.30.221,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/03/18 16:30,TRUE,3535785144,,04/03/18 16:27,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,78.185.110.209,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/03/18 19:45,TRUE,3536269337,,04/03/18 19:40,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/03/18 22:15,TRUE,3536606892,,04/03/18 22:12,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,78.166.119.250,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/04/18 10:42,TRUE,3538653786,,04/04/18 10:39,FALSE,clixsense,1,44031296,TUR,34,Istanbul,176.240.96.81,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/06/18 11:38,TRUE,3547945850,,04/06/18 11:34,FALSE,clixsense,0.9833,43002090,TUR,,,31.223.73.211,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,04/12/18 07:10,TRUE,3570109787,,04/12/18 07:09,FALSE,neodev,1,44474085,TUR,34,Istanbul,185.123.101.119,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,4/13/2018 07:42:34,TRUE,3577852112,,4/13/2018 07:40:27,FALSE,clixsense,1,44121469,TUR,7,Sanayi,185.9.158.243,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,4/18/2018 05:48:44,TRUE,3599422537,,4/18/2018 05:47:08,FALSE,clixsense,1,44248828,TUR,45,Manisa,185.9.157.178,,0,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977626,4/21/2018 17:56:14,TRUE,3612684751,TRUE,4/21/2018 17:54:16,FALSE,clixsense,0.9487,7239876,TUR,35,Izmir,46.196.88.27,0,1,Mon Jun 03 19:29:07 +0000 2013,,3.41638E+17,0,,Sweatin like a jive turkey #NoonBikeRide #TrynaGetThatTan #WhiteAsCasper
1657977627,3/30/2018 14:14:11,TRUE,3524885397,,3/30/2018 14:12:28,TRUE,clixsense,1,43543719,TUR,34,Istanbul,88.255.203.201,0,1,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
1657977627,3/30/2018 14:24:19,TRUE,3524922945,,3/30/2018 14:18:39,TRUE,clixsense,1,44027571,TUR,34,Istanbul,78.183.52.79,0,1,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
1657977627,3/30/2018 14:34:44,TRUE,3524961163,,3/30/2018 14:21:38,TRUE,neodev,1,40494751,TUR,81,Ceyhan,37.154.71.127,0,1,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
1657977627,04/03/18 17:45,TRUE,3535946098,TRUE,04/03/18 17:43,FALSE,clixsense,0.96,44118241,TUR,46,Kahramanmaras,78.185.110.209,,0,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
1657977627,04/03/18 18:46,TRUE,3536121747,,04/03/18 18:42,FALSE,clixsense,0.992,44345971,TUR,,,109.228.202.2,0,1,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
1657977627,04/03/18 20:45,TRUE,3536409395,TRUE,04/03/18 20:32,FALSE,clixsense,0.976,44042396,TUR,19,Ã‡orum,88.231.23.116,,0,Sat Jun 01 23:30:57 +0000 2013,0,3.40974E+17,1,,"RT @thelittleidiot: i really hope that erdogan and the akp are paying attention... ""turkey is a democracy, not a theocracy"" #occupygezi #di"
